symbol,datetime,last_price,highest,lowest,open,close,average,volume,amount,open_interest,settlement,upper_limit,lower_limit,pre_open_interest,pre_settlement,pre_close,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5
DCE.c2011-P-2480,2020-08-21 14:59:59.999500,213.0,nan,nan,nan,213.0,nan,0,0.0,0,213.0,340.5,68.5,0,204.5,204.5,nan,0,69.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2101-C-2440,2020-08-21 14:59:59.999502,28.5,32.5,26.0,32.5,28.5,28.0,160,44715.0,881,25.5,166.5,0.5,895,28.5,32.0,44.0,3,9.0,4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2101-P-2440,2020-08-21 14:59:59.999500,167.0,nan,nan,nan,167.0,nan,0,0.0,34,167.0,301.0,25.0,34,163.0,162.0,nan,0,123.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2101-C-2460,2020-08-21 14:59:59.999501,26.0,29.0,23.0,29.0,26.0,24.5,127,31525.0,1534,21.0,162.0,0.5,1550,24.0,28.5,nan,0,23.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2101-P-2460,2020-08-21 14:59:59.999501,188.0,188.0,188.0,188.0,188.0,188.0,1,1880.0,61,182.5,316.5,40.5,62,178.5,177.0,239.5,1,167.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-C-2440,2020-08-21 14:59:59.999500,34.0,nan,nan,nan,34.0,nan,0,0.0,30,34.0,177.5,0.5,30,38.5,38.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-P-2440,2020-08-21 14:59:59.999500,150.5,nan,nan,nan,150.5,nan,0,0.0,0,150.5,287.0,9.0,0,148.0,148.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-C-2460,2020-08-21 14:59:59.999500,29.0,nan,nan,nan,29.0,nan,0,0.0,51,29.0,172.0,0.5,51,33.0,38.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-P-2460,2020-08-21 14:59:59.999500,165.5,nan,nan,nan,165.5,nan,0,0.0,0,165.5,301.5,23.5,0,162.5,162.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-C-2480,2020-08-21 14:59:59.999500,24.5,nan,nan,nan,24.5,nan,0,0.0,45,24.5,167.5,0.5,45,28.5,28.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2103-P-2480,2020-08-21 14:59:59.999500,181.0,nan,nan,nan,181.0,nan,0,0.0,0,181.0,316.5,38.5,0,177.5,177.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2105-C-2480,2020-08-21 14:59:59.999501,37.5,37.5,37.5,37.5,37.5,37.5,3,1125.0,45,34.5,181.0,0.5,48,41.0,41.0,94.0,1,14.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2105-P-2480,2020-08-21 14:59:59.999500,176.5,nan,nan,nan,176.5,nan,0,0.0,27,176.5,317.0,37.0,27,177.0,177.0,nan,0,124.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2105-C-2500,2020-08-21 14:59:59.999501,34.5,34.5,33.5,33.5,34.5,34.0,2,680.0,163,29.5,176.0,0.5,162,36.0,40.0,45.0,17,19.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2105-P-2500,2020-08-21 14:59:59.999500,191.5,nan,nan,nan,191.5,nan,0,0.0,48,191.5,331.5,51.5,48,191.5,191.5,nan,0,138.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-C-2500,2020-08-21 14:59:59.999500,47.5,nan,nan,nan,47.5,nan,0,0.0,20,47.5,190.5,0.5,20,48.5,48.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-P-2500,2020-08-21 14:59:59.999500,183.0,nan,nan,nan,183.0,nan,0,0.0,0,183.0,320.5,36.5,0,178.5,178.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-C-2520,2020-08-21 14:59:59.999500,42.0,nan,nan,nan,42.0,nan,0,0.0,25,42.0,185.5,0.5,25,43.5,43.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-P-2520,2020-08-21 14:59:59.999501,204.0,204.0,204.0,204.0,204.0,204.0,5,10200.0,5,197.5,335.0,51.0,0,193.0,193.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-C-2540,2020-08-21 14:59:59.999500,37.0,nan,nan,nan,37.0,nan,0,0.0,30,37.0,180.5,0.5,30,38.5,38.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.c2107-P-2540,2020-08-21 14:59:59.999500,212.5,nan,nan,nan,212.5,nan,0,0.0,0,212.5,350.0,66.0,0,208.0,208.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP cs2009&cs2011,2020-08-21 14:58:36.441000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,275.0,-337.0,0,nan,nan,-35.0,226,-50.0,74,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP cs2011&cs2101,2020-08-21 14:58:21.444000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,250.0,-374.0,0,nan,nan,-58.0,24,-62.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eb2010&eb2012,2020-08-21 14:59:54.777000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,987.0,-1383.0,0,nan,nan,-185.0,2,-189.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eg2009&eg2010,2020-08-21 14:59:54.272000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,620.0,-734.0,0,nan,nan,nan,0,-57.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eg2010&eg2011,2020-08-21 14:59:31.776000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,645.0,-725.0,0,nan,nan,-34.0,1,-35.0,38,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eg2010&eg2012,2020-08-21 14:58:31.773000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,609.0,-769.0,0,nan,nan,-76.0,6,-78.0,23,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP b2009&b2010,2020-08-21 14:59:46.439000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,351.0,-581.0,0,nan,nan,-118.0,1,-140.0,8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP b2010&b2011,2020-08-21 14:59:57.941000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,463.0,-487.0,0,nan,nan,-26.0,1,-34.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP i2009&i2010,2020-08-21 14:59:43.772000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,194.5,-167.5,0,nan,nan,10.5,1,9.5,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP i2010&i2011,2020-08-21 14:59:43.772000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,190.0,-167.0,0,nan,nan,18.0,69,17.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP b2010&b2012,2020-08-21 14:22:24.939000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,464.0,-486.0,0,nan,nan,-28.0,1,-39.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP j2010&j2012,2020-08-21 14:59:39.258000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,320.0,-316.0,0,nan,nan,25.0,1,22.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP jm2009&jm2010,2020-08-21 14:55:41.775000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,190.0,-194.0,0,nan,nan,nan,0,12.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP jm2010&jm2011,2020-08-21 14:59:29.768000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,182.5,-203.5,0,nan,nan,-7.5,7,-8.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP l2009&l2010,2020-08-21 14:59:30.257000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1240.0,-1330.0,0,nan,nan,-20.0,5,-30.0,13,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP l2010&l2011,2020-08-21 14:59:57.777000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1285.0,-1295.0,0,nan,nan,-25.0,66,-30.0,744,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP l2010&l2012,2020-08-21 14:59:51.773000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1295.0,-1285.0,0,nan,nan,-30.0,22,-40.0,88,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP p2010&p2012,2020-08-21 14:53:41.941000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1088.0,-764.0,0,nan,nan,156.0,6,126.0,14,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP pp2009&pp2010,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1383.0,-1385.0,0,nan,nan,-6.0,1,-8.0,8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP pp2010&pp2011,2020-08-21 14:59:34.766000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1398.0,-1366.0,0,nan,nan,52.0,2,43.0,4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP rr2009&rr2010,2020-08-21 09:15:36.893000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,265.0,-419.0,0,nan,nan,-49.0,1,-149.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP rr2010&rr2011,2020-08-21 14:52:26.430000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,328.0,-366.0,0,nan,nan,-11.0,1,-21.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP v2010&v2012,2020-08-21 14:59:51.773000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1095.0,-1025.0,0,nan,nan,35.0,5,30.0,9,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP y2009&y2011,2020-08-21 13:55:18.929000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,856.0,-960.0,0,nan,nan,-42.0,25,-56.0,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP y2011&y2101,2020-08-21 14:59:40.433000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,970.0,-846.0,0,nan,nan,70.0,17,64.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SPC a2011&m2011,2020-08-20 18:35:51.000000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,2147.0,1031.0,0,nan,nan,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SPC b2011&m2011,2020-08-21 14:59:44.940000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,969.0,91.0,0,nan,nan,502.0,1,494.0,4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SPC c2011&cs2011,2020-08-21 14:58:21.444000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,-2.0,-582.0,0,nan,nan,-290.0,140,-294.0,275,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SPC l2010&v2010,2020-08-21 14:51:00.760000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1685.0,-665.0,0,nan,nan,nan,0,430.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SPC y2011&p2011,2020-08-20 21:11:27.359000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1650.0,-186.0,0,nan,nan,796.0,1,634.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP j2009&j2010,2020-08-21 14:59:51.277000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,323.5,-313.5,0,nan,nan,19.5,1,19.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP j2010&j2011,2020-08-21 14:59:51.277000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,317.5,-318.5,0,nan,nan,21.5,1,21.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP m2011&m2012,2020-08-21 14:59:47.937000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,384.0,-424.0,0,nan,nan,-18.0,10,-19.0,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP p2009&p2010,2020-08-21 14:59:37.434000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,980.0,-904.0,0,nan,nan,78.0,1,38.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP p2010&p2011,2020-08-21 14:54:39.944000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1028.0,-836.0,0,nan,nan,102.0,18,86.0,8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP v2009&v2010,2020-08-21 14:59:51.773000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1050.0,-1070.0,0,nan,nan,0.0,15,-10.0,25,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP v2010&v2011,2020-08-21 14:59:14.248000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1075.0,-1045.0,0,nan,nan,10.0,14,5.0,121,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP y2011&y2012,2020-08-21 14:59:19.934000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,954.0,-862.0,0,nan,nan,48.0,18,46.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eb2009&eb2010,2020-08-21 14:59:54.777000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1025.0,-1275.0,0,nan,nan,-65.0,134,-76.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP eb2010&eb2011,2020-08-21 14:55:44.259000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1063.0,-1289.0,0,nan,nan,-99.0,3,-101.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP jm2010&jm2012,2020-08-21 14:59:37.267000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,185.0,-201.0,0,nan,nan,-4.0,3,-4.5,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP pp2010&pp2012,2020-08-21 14:46:52.266000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,1412.0,-1350.0,0,nan,nan,89.0,1,55.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP rr2010&rr2012,2020-08-21 14:50:11.438000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,307.0,-389.0,0,nan,nan,-41.0,14,-58.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.SP i2010&i2012,2020-08-21 14:59:25.778000,nan,nan,nan,nan,nan,nan,0,nan,0,nan,205.0,-149.0,0,nan,nan,42.0,5,39.5,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA010C1600,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,280.5,66.5,0,173.5,173.5,nan,0,153.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA010P1600,2020-08-21 14:59:59.000001,1.0,1.0,1.0,1.0,1.0,1.0,22,220.0,345,1.0,107.5,0.5,345,0.5,0.5,1.0,70,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1825,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,364.0,122.0,0,243.0,243.0,nan,0,123.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1850,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,348.5,106.5,0,227.5,227.5,nan,0,107.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1875,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,333.5,91.5,0,212.5,212.5,nan,0,92.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1900,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,4,nan,319.5,77.5,4,198.5,198.5,nan,0,78.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1925,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,10,nan,305.5,63.5,10,184.5,184.5,nan,0,64.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1950,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,10,nan,293.5,51.5,10,172.5,172.5,nan,0,52.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C1975,2020-08-21 14:59:59.000001,148.5,148.5,148.5,148.5,148.5,148.5,3,4455.0,71,148.5,281.5,39.5,71,160.5,160.5,197.5,1,101.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2000,2020-08-21 14:59:59.000001,137.5,137.5,137.5,137.5,137.5,137.5,3,4125.0,105,137.5,270.0,28.0,102,149.0,149.0,nan,0,83.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2025,2020-08-21 14:59:59.000001,128.5,128.5,128.5,128.5,128.5,128.5,3,3855.0,51,128.5,260.0,18.0,48,139.0,139.0,nan,0,19.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2050,2020-08-21 14:59:59.000001,119.0,119.0,119.0,119.0,119.0,119.0,3,3570.0,69,119.0,251.0,9.0,66,130.0,130.0,nan,0,15.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2075,2020-08-21 14:59:59.000001,110.0,110.0,110.0,110.0,110.0,110.0,3,3300.0,40,110.0,241.5,0.5,40,120.5,120.5,nan,0,16.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2100,2020-08-21 14:59:59.000001,102.5,102.5,102.5,102.5,102.5,102.5,3,3075.0,9,102.5,233.5,0.5,6,112.5,112.5,nan,0,17.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105C2125,2020-08-21 14:59:59.000001,91.5,91.5,91.5,91.5,91.5,91.5,3,2745.0,45,91.5,227.0,0.5,48,106.0,106.0,nan,0,10.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1825,2020-08-21 14:59:59.000001,56.0,56.0,56.0,56.0,56.0,56.0,3,1680.0,20,56.0,187.0,0.5,17,66.0,59.5,nan,0,6.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1850,2020-08-21 14:59:59.000001,63.5,63.5,63.5,63.5,63.5,63.5,3,1905.0,48,63.5,195.5,0.5,45,74.5,74.5,nan,0,8.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1875,2020-08-21 14:59:59.000001,72.0,72.0,72.0,72.0,72.0,72.0,3,2160.0,19,72.0,205.5,0.5,16,84.5,84.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1900,2020-08-21 14:59:59.000001,81.5,81.5,81.5,81.5,81.5,81.5,3,2445.0,13,81.5,216.0,0.5,10,95.0,95.0,nan,0,7.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1925,2020-08-21 14:59:59.000001,92.5,92.5,92.5,92.5,92.5,92.5,3,2775.0,30,92.5,227.0,0.5,30,106.0,106.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1950,2020-08-21 14:59:59.000001,104.0,104.0,104.0,104.0,104.0,104.0,3,3120.0,16,104.0,239.0,0.5,13,118.0,118.0,nan,0,8.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P1975,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,23,nan,252.0,10.0,23,131.0,131.0,nan,0,16.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2000,2020-08-21 14:59:59.000001,130.5,130.5,130.5,130.5,130.5,130.5,3,3915.0,26,130.5,265.0,23.0,23,144.0,144.0,nan,0,27.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2025,2020-08-21 14:59:59.000001,144.5,144.5,144.5,144.5,144.5,144.5,3,4335.0,13,144.5,280.0,38.0,10,159.0,159.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2050,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,295.0,53.0,0,174.0,174.0,nan,0,56.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2075,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,10,nan,310.5,68.5,10,189.5,189.5,nan,0,69.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2100,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,327.0,85.0,0,206.0,206.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.MA105P2125,2020-08-21 14:59:59.000001,224.0,224.0,224.0,224.0,224.0,224.0,3,6720.0,6,224.0,345.0,103.0,3,224.0,224.0,nan,0,112.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.SR103C5400,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,16,nan,424.0,0.5,16,120.0,120.0,422.0,1,3.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.SR103P5400,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,759.0,151.0,0,455.0,455.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2009-C-990,2020-08-07 14:59:59.999502,0.1,0.1,0.1,0.1,0.1,0.1,10,100.0,0,0.1,90.6,0.1,185,0.1,0.1,0.1,146,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2009-P-990,2020-08-07 14:59:59.999500,90.5,nan,nan,nan,90.5,nan,0,0.0,0,90.5,175.0,0.1,0,84.5,84.5,nan,0,81.6,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2009-C-1000,2020-08-07 14:59:59.999502,0.1,0.1,0.1,0.1,0.1,0.1,35,350.0,0,0.1,90.6,0.1,333,0.1,0.1,0.1,266,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2009-P-1000,2020-08-07 14:59:59.999500,100.5,nan,nan,nan,100.5,nan,0,0.0,0,100.5,185.0,4.0,0,94.5,94.5,nan,0,28.4,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2010-C-960,2020-08-21 14:59:59.999502,5.0,7.5,4.1,4.3,5.0,5.9,185,110660.0,247,6.0,95.4,0.1,222,5.4,4.0,90.8,1,4.1,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2010-P-960,2020-08-21 14:59:59.999502,58.5,59.2,56.5,59.2,58.5,58.4,22,129770.0,32,61.5,155.4,0.1,27,65.4,68.1,nan,0,1.2,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2011-C-940,2020-08-21 14:59:59.999500,42.4,nan,nan,nan,42.4,nan,0,0.0,2,42.4,124.8,0.1,2,36.3,20.2,nan,0,7.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2011-P-940,2020-08-21 14:59:59.999500,90.8,nan,nan,nan,90.8,nan,0,0.0,2,90.8,176.2,0.1,2,87.7,73.3,nan,0,1.9,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2012-C-920,2020-08-21 14:59:59.999500,34.7,nan,nan,nan,34.7,nan,0,0.0,2,34.7,153.3,0.1,2,66.3,28.6,nan,0,0.2,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2012-P-920,2020-08-21 14:59:59.999500,85.1,nan,nan,nan,85.1,nan,0,0.0,0,85.1,201.2,27.2,0,114.2,114.2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
